index,path,mpath,is_smile
0071,./tag_face/file0071.jpg,./mouths/smile/mouth0071.jpg,1
0072,./tag_face/file0072.jpg,./mouths/smile/mouth0072.jpg,1
0073,./tag_face/file0073.jpg,./mouths/smile/mouth0073.jpg,1
0074,./tag_face/file0074.jpg,./mouths/smile/mouth0074.jpg,1
0075,./tag_face/file0075.jpg,./mouths/smile/mouth0075.jpg,1
0076,./tag_face/file0076.jpg,./mouths/smile/mouth0076.jpg,1
0077,./tag_face/file0077.jpg,./mouths/smile/mouth0077.jpg,1
0078,./tag_face/file0078.jpg,./mouths/smile/mouth0078.jpg,1
0079,./tag_face/file0079.jpg,./mouths/smile/mouth0079.jpg,1
0080,./tag_face/file0080.jpg,./mouths/smile/mouth0080.jpg,1
0081,./tag_face/file0081.jpg,./mouths/smile/mouth0081.jpg,1
0084,./tag_face/file0084.jpg,./mouths/smile/mouth0084.jpg,1
0088,./tag_face/file0088.jpg,./mouths/smile/mouth0088.jpg,1
0089,./tag_face/file0089.jpg,./mouths/smile/mouth0089.jpg,1
0090,./tag_face/file0090.jpg,./mouths/smile/mouth0090.jpg,1
0091,./tag_face/file0091.jpg,./mouths/smile/mouth0091.jpg,1
0092,./tag_face/file0092.jpg,./mouths/smile/mouth0092.jpg,1
0093,./tag_face/file0093.jpg,./mouths/smile/mouth0093.jpg,1
0094,./tag_face/file0094.jpg,./mouths/smile/mouth0094.jpg,1
0095,./tag_face/file0095.jpg,./mouths/smile/mouth0095.jpg,1
0096,./tag_face/file0096.jpg,./mouths/smile/mouth0096.jpg,1
0097,./tag_face/file0097.jpg,./mouths/smile/mouth0097.jpg,1
0098,./tag_face/file0098.jpg,./mouths/smile/mouth0098.jpg,1
0099,./tag_face/file0099.jpg,./mouths/smile/mouth0099.jpg,1
0100,./tag_face/file0100.jpg,./mouths/smile/mouth0100.jpg,1
0102,./tag_face/file0102.jpg,./mouths/smile/mouth0102.jpg,1
0103,./tag_face/file0103.jpg,./mouths/smile/mouth0103.jpg,1
0104,./tag_face/file0104.jpg,./mouths/smile/mouth0104.jpg,1
0105,./tag_face/file0105.jpg,./mouths/smile/mouth0105.jpg,1
0107,./tag_face/file0107.jpg,./mouths/smile/mouth0107.jpg,1
0108,./tag_face/file0108.jpg,./mouths/smile/mouth0108.jpg,1
0109,./tag_face/file0109.jpg,./mouths/smile/mouth0109.jpg,1
0110,./tag_face/file0110.jpg,./mouths/smile/mouth0110.jpg,1
0111,./tag_face/file0111.jpg,./mouths/smile/mouth0111.jpg,1
0112,./tag_face/file0112.jpg,./mouths/smile/mouth0112.jpg,1
0113,./tag_face/file0113.jpg,./mouths/smile/mouth0113.jpg,1
0114,./tag_face/file0114.jpg,./mouths/smile/mouth0114.jpg,1
0115,./tag_face/file0115.jpg,./mouths/smile/mouth0115.jpg,1
0116,./tag_face/file0116.jpg,./mouths/smile/mouth0116.jpg,1
0117,./tag_face/file0117.jpg,./mouths/smile/mouth0117.jpg,1
0118,./tag_face/file0118.jpg,./mouths/smile/mouth0118.jpg,1
0119,./tag_face/file0119.jpg,./mouths/smile/mouth0119.jpg,1
0120,./tag_face/file0120.jpg,./mouths/smile/mouth0120.jpg,1
0121,./tag_face/file0121.jpg,./mouths/smile/mouth0121.jpg,1
0122,./tag_face/file0122.jpg,./mouths/smile/mouth0122.jpg,1
0124,./tag_face/file0124.jpg,./mouths/smile/mouth0124.jpg,1
0125,./tag_face/file0125.jpg,./mouths/smile/mouth0125.jpg,1
0128,./tag_face/file0128.jpg,./mouths/smile/mouth0128.jpg,1
0129,./tag_face/file0129.jpg,./mouths/smile/mouth0129.jpg,1
0131,./tag_face/file0131.jpg,./mouths/smile/mouth0131.jpg,1
0132,./tag_face/file0132.jpg,./mouths/smile/mouth0132.jpg,1
0133,./tag_face/file0133.jpg,./mouths/smile/mouth0133.jpg,1
0134,./tag_face/file0134.jpg,./mouths/smile/mouth0134.jpg,1
0135,./tag_face/file0135.jpg,./mouths/smile/mouth0135.jpg,1
0136,./tag_face/file0136.jpg,./mouths/smile/mouth0136.jpg,1
0137,./tag_face/file0137.jpg,./mouths/smile/mouth0137.jpg,1
0139,./tag_face/file0139.jpg,./mouths/smile/mouth0139.jpg,1
0140,./tag_face/file0140.jpg,./mouths/smile/mouth0140.jpg,1
0141,./tag_face/file0141.jpg,./mouths/smile/mouth0141.jpg,1
0142,./tag_face/file0142.jpg,./mouths/smile/mouth0142.jpg,1
0143,./tag_face/file0143.jpg,./mouths/smile/mouth0143.jpg,1
0144,./tag_face/file0144.jpg,./mouths/smile/mouth0144.jpg,1
0145,./tag_face/file0145.jpg,./mouths/smile/mouth0145.jpg,1
0146,./tag_face/file0146.jpg,./mouths/smile/mouth0146.jpg,1
0147,./tag_face/file0147.jpg,./mouths/smile/mouth0147.jpg,1
0148,./tag_face/file0148.jpg,./mouths/smile/mouth0148.jpg,1
0149,./tag_face/file0149.jpg,./mouths/smile/mouth0149.jpg,1
0150,./tag_face/file0150.jpg,./mouths/smile/mouth0150.jpg,1
0151,./tag_face/file0151.jpg,./mouths/smile/mouth0151.jpg,1
0152,./tag_face/file0152.jpg,./mouths/smile/mouth0152.jpg,1
0153,./tag_face/file0153.jpg,./mouths/smile/mouth0153.jpg,1
0154,./tag_face/file0154.jpg,./mouths/smile/mouth0154.jpg,1
0155,./tag_face/file0155.jpg,./mouths/smile/mouth0155.jpg,1
0156,./tag_face/file0156.jpg,./mouths/smile/mouth0156.jpg,1
0157,./tag_face/file0157.jpg,./mouths/smile/mouth0157.jpg,1
0159,./tag_face/file0159.jpg,./mouths/smile/mouth0159.jpg,1
0160,./tag_face/file0160.jpg,./mouths/smile/mouth0160.jpg,1
0161,./tag_face/file0161.jpg,./mouths/smile/mouth0161.jpg,1
0162,./tag_face/file0162.jpg,./mouths/smile/mouth0162.jpg,1
0163,./tag_face/file0163.jpg,./mouths/smile/mouth0163.jpg,1
0164,./tag_face/file0164.jpg,./mouths/smile/mouth0164.jpg,1
0165,./tag_face/file0165.jpg,./mouths/smile/mouth0165.jpg,1
0166,./tag_face/file0166.jpg,./mouths/smile/mouth0166.jpg,1
0167,./tag_face/file0167.jpg,./mouths/smile/mouth0167.jpg,1
0168,./tag_face/file0168.jpg,./mouths/smile/mouth0168.jpg,1
0169,./tag_face/file0169.jpg,./mouths/smile/mouth0169.jpg,1
0170,./tag_face/file0170.jpg,./mouths/smile/mouth0170.jpg,1
0171,./tag_face/file0171.jpg,./mouths/smile/mouth0171.jpg,1
0174,./tag_face/file0174.jpg,./mouths/smile/mouth0174.jpg,1
0175,./tag_face/file0175.jpg,./mouths/smile/mouth0175.jpg,1
0177,./tag_face/file0177.jpg,./mouths/smile/mouth0177.jpg,1
0179,./tag_face/file0179.jpg,./mouths/smile/mouth0179.jpg,1
0180,./tag_face/file0180.jpg,./mouths/smile/mouth0180.jpg,1
0181,./tag_face/file0181.jpg,./mouths/smile/mouth0181.jpg,1
0182,./tag_face/file0182.jpg,./mouths/smile/mouth0182.jpg,1
0184,./tag_face/file0184.jpg,./mouths/smile/mouth0184.jpg,1
0185,./tag_face/file0185.jpg,./mouths/smile/mouth0185.jpg,1
0186,./tag_face/file0186.jpg,./mouths/smile/mouth0186.jpg,1
0187,./tag_face/file0187.jpg,./mouths/smile/mouth0187.jpg,1
0188,./tag_face/file0188.jpg,./mouths/smile/mouth0188.jpg,1
0189,./tag_face/file0189.jpg,./mouths/smile/mouth0189.jpg,1
0190,./tag_face/file0190.jpg,./mouths/smile/mouth0190.jpg,1
0191,./tag_face/file0191.jpg,./mouths/smile/mouth0191.jpg,1
0192,./tag_face/file0192.jpg,./mouths/smile/mouth0192.jpg,1
0193,./tag_face/file0193.jpg,./mouths/smile/mouth0193.jpg,1
0194,./tag_face/file0194.jpg,./mouths/smile/mouth0194.jpg,1
0195,./tag_face/file0195.jpg,./mouths/smile/mouth0195.jpg,1
0196,./tag_face/file0196.jpg,./mouths/smile/mouth0196.jpg,1
0198,./tag_face/file0198.jpg,./mouths/smile/mouth0198.jpg,1
0200,./tag_face/file0200.jpg,./mouths/smile/mouth0200.jpg,1
0201,./tag_face/file0201.jpg,./mouths/smile/mouth0201.jpg,1
0202,./tag_face/file0202.jpg,./mouths/smile/mouth0202.jpg,1
0203,./tag_face/file0203.jpg,./mouths/smile/mouth0203.jpg,1
0204,./tag_face/file0204.jpg,./mouths/smile/mouth0204.jpg,1
0205,./tag_face/file0205.jpg,./mouths/smile/mouth0205.jpg,1
0206,./tag_face/file0206.jpg,./mouths/smile/mouth0206.jpg,1
0207,./tag_face/file0207.jpg,./mouths/smile/mouth0207.jpg,1
0211,./tag_face/file0211.jpg,./mouths/smile/mouth0211.jpg,1
0212,./tag_face/file0212.jpg,./mouths/smile/mouth0212.jpg,1
0213,./tag_face/file0213.jpg,./mouths/smile/mouth0213.jpg,1
0215,./tag_face/file0215.jpg,./mouths/smile/mouth0215.jpg,1
0216,./tag_face/file0216.jpg,./mouths/smile/mouth0216.jpg,1
0217,./tag_face/file0217.jpg,./mouths/smile/mouth0217.jpg,1
0219,./tag_face/file0219.jpg,./mouths/smile/mouth0219.jpg,1
0220,./tag_face/file0220.jpg,./mouths/smile/mouth0220.jpg,1
0221,./tag_face/file0221.jpg,./mouths/smile/mouth0221.jpg,1
0222,./tag_face/file0222.jpg,./mouths/smile/mouth0222.jpg,1
0223,./tag_face/file0223.jpg,./mouths/smile/mouth0223.jpg,1
0224,./tag_face/file0224.jpg,./mouths/smile/mouth0224.jpg,1
0225,./tag_face/file0225.jpg,./mouths/smile/mouth0225.jpg,1
0226,./tag_face/file0226.jpg,./mouths/smile/mouth0226.jpg,1
0227,./tag_face/file0227.jpg,./mouths/smile/mouth0227.jpg,1
0228,./tag_face/file0228.jpg,./mouths/smile/mouth0228.jpg,1
0229,./tag_face/file0229.jpg,./mouths/smile/mouth0229.jpg,1
0230,./tag_face/file0230.jpg,./mouths/smile/mouth0230.jpg,1
0231,./tag_face/file0231.jpg,./mouths/smile/mouth0231.jpg,1
0232,./tag_face/file0232.jpg,./mouths/smile/mouth0232.jpg,1
0233,./tag_face/file0233.jpg,./mouths/smile/mouth0233.jpg,1
0235,./tag_face/file0235.jpg,./mouths/smile/mouth0235.jpg,1
0236,./tag_face/file0236.jpg,./mouths/smile/mouth0236.jpg,1
0237,./tag_face/file0237.jpg,./mouths/smile/mouth0237.jpg,1
0238,./tag_face/file0238.jpg,./mouths/smile/mouth0238.jpg,1
0239,./tag_face/file0239.jpg,./mouths/smile/mouth0239.jpg,1
0240,./tag_face/file0240.jpg,./mouths/smile/mouth0240.jpg,1
0241,./tag_face/file0241.jpg,./mouths/smile/mouth0241.jpg,1
0243,./tag_face/file0243.jpg,./mouths/smile/mouth0243.jpg,1
0246,./tag_face/file0246.jpg,./mouths/smile/mouth0246.jpg,1
0247,./tag_face/file0247.jpg,./mouths/smile/mouth0247.jpg,1
0248,./tag_face/file0248.jpg,./mouths/smile/mouth0248.jpg,1
0250,./tag_face/file0250.jpg,./mouths/smile/mouth0250.jpg,1
0251,./tag_face/file0251.jpg,./mouths/smile/mouth0251.jpg,1
0252,./tag_face/file0252.jpg,./mouths/smile/mouth0252.jpg,1
0253,./tag_face/file0253.jpg,./mouths/smile/mouth0253.jpg,1
0254,./tag_face/file0254.jpg,./mouths/smile/mouth0254.jpg,1
0255,./tag_face/file0255.jpg,./mouths/smile/mouth0255.jpg,1
0257,./tag_face/file0257.jpg,./mouths/smile/mouth0257.jpg,1
0258,./tag_face/file0258.jpg,./mouths/smile/mouth0258.jpg,1
0259,./tag_face/file0259.jpg,./mouths/smile/mouth0259.jpg,1
0260,./tag_face/file0260.jpg,./mouths/smile/mouth0260.jpg,1
0261,./tag_face/file0261.jpg,./mouths/smile/mouth0261.jpg,1
0262,./tag_face/file0262.jpg,./mouths/smile/mouth0262.jpg,1
0263,./tag_face/file0263.jpg,./mouths/smile/mouth0263.jpg,1
0265,./tag_face/file0265.jpg,./mouths/smile/mouth0265.jpg,1
0266,./tag_face/file0266.jpg,./mouths/smile/mouth0266.jpg,1
0268,./tag_face/file0268.jpg,./mouths/smile/mouth0268.jpg,1
0269,./tag_face/file0269.jpg,./mouths/smile/mouth0269.jpg,1
0270,./tag_face/file0270.jpg,./mouths/smile/mouth0270.jpg,1
0271,./tag_face/file0271.jpg,./mouths/smile/mouth0271.jpg,1
0272,./tag_face/file0272.jpg,./mouths/smile/mouth0272.jpg,1
0274,./tag_face/file0274.jpg,./mouths/smile/mouth0274.jpg,1
0275,./tag_face/file0275.jpg,./mouths/smile/mouth0275.jpg,1
0276,./tag_face/file0276.jpg,./mouths/smile/mouth0276.jpg,1
0277,./tag_face/file0277.jpg,./mouths/smile/mouth0277.jpg,1
0278,./tag_face/file0278.jpg,./mouths/smile/mouth0278.jpg,1
0280,./tag_face/file0280.jpg,./mouths/smile/mouth0280.jpg,1
0283,./tag_face/file0283.jpg,./mouths/smile/mouth0283.jpg,1
0284,./tag_face/file0284.jpg,./mouths/smile/mouth0284.jpg,1
0285,./tag_face/file0285.jpg,./mouths/smile/mouth0285.jpg,1
0288,./tag_face/file0288.jpg,./mouths/smile/mouth0288.jpg,1
0289,./tag_face/file0289.jpg,./mouths/smile/mouth0289.jpg,1
0290,./tag_face/file0290.jpg,./mouths/smile/mouth0290.jpg,1
0292,./tag_face/file0292.jpg,./mouths/smile/mouth0292.jpg,1
0293,./tag_face/file0293.jpg,./mouths/smile/mouth0293.jpg,1
0294,./tag_face/file0294.jpg,./mouths/smile/mouth0294.jpg,1
0295,./tag_face/file0295.jpg,./mouths/smile/mouth0295.jpg,1
0297,./tag_face/file0297.jpg,./mouths/smile/mouth0297.jpg,1
0298,./tag_face/file0298.jpg,./mouths/smile/mouth0298.jpg,1
0299,./tag_face/file0299.jpg,./mouths/smile/mouth0299.jpg,1
0300,./tag_face/file0300.jpg,./mouths/smile/mouth0300.jpg,1
0301,./tag_face/file0301.jpg,./mouths/smile/mouth0301.jpg,1
0302,./tag_face/file0302.jpg,./mouths/smile/mouth0302.jpg,1
0303,./tag_face/file0303.jpg,./mouths/smile/mouth0303.jpg,1
0304,./tag_face/file0304.jpg,./mouths/smile/mouth0304.jpg,1
0305,./tag_face/file0305.jpg,./mouths/smile/mouth0305.jpg,1
0306,./tag_face/file0306.jpg,./mouths/smile/mouth0306.jpg,1
0307,./tag_face/file0307.jpg,./mouths/smile/mouth0307.jpg,1
0308,./tag_face/file0308.jpg,./mouths/smile/mouth0308.jpg,1
0309,./tag_face/file0309.jpg,./mouths/smile/mouth0309.jpg,1
0310,./tag_face/file0310.jpg,./mouths/smile/mouth0310.jpg,1
0311,./tag_face/file0311.jpg,./mouths/smile/mouth0311.jpg,1
0312,./tag_face/file0312.jpg,./mouths/smile/mouth0312.jpg,1
0313,./tag_face/file0313.jpg,./mouths/smile/mouth0313.jpg,1
0314,./tag_face/file0314.jpg,./mouths/smile/mouth0314.jpg,1
0315,./tag_face/file0315.jpg,./mouths/smile/mouth0315.jpg,1
0316,./tag_face/file0316.jpg,./mouths/smile/mouth0316.jpg,1
0317,./tag_face/file0317.jpg,./mouths/smile/mouth0317.jpg,1
0318,./tag_face/file0318.jpg,./mouths/smile/mouth0318.jpg,1
0319,./tag_face/file0319.jpg,./mouths/smile/mouth0319.jpg,1
0321,./tag_face/file0321.jpg,./mouths/smile/mouth0321.jpg,1
0322,./tag_face/file0322.jpg,./mouths/smile/mouth0322.jpg,1
0323,./tag_face/file0323.jpg,./mouths/smile/mouth0323.jpg,1
0324,./tag_face/file0324.jpg,./mouths/smile/mouth0324.jpg,1
0325,./tag_face/file0325.jpg,./mouths/smile/mouth0325.jpg,1
0326,./tag_face/file0326.jpg,./mouths/smile/mouth0326.jpg,1
0327,./tag_face/file0327.jpg,./mouths/smile/mouth0327.jpg,1
0328,./tag_face/file0328.jpg,./mouths/smile/mouth0328.jpg,1
0329,./tag_face/file0329.jpg,./mouths/smile/mouth0329.jpg,1
0330,./tag_face/file0330.jpg,./mouths/smile/mouth0330.jpg,1
0332,./tag_face/file0332.jpg,./mouths/smile/mouth0332.jpg,1
0336,./tag_face/file0336.jpg,./mouths/smile/mouth0336.jpg,1
0338,./tag_face/file0338.jpg,./mouths/smile/mouth0338.jpg,1
0339,./tag_face/file0339.jpg,./mouths/smile/mouth0339.jpg,1
0340,./tag_face/file0340.jpg,./mouths/smile/mouth0340.jpg,1
0341,./tag_face/file0341.jpg,./mouths/smile/mouth0341.jpg,1
0342,./tag_face/file0342.jpg,./mouths/smile/mouth0342.jpg,1
0343,./tag_face/file0343.jpg,./mouths/smile/mouth0343.jpg,1
0344,./tag_face/file0344.jpg,./mouths/smile/mouth0344.jpg,1
0346,./tag_face/file0346.jpg,./mouths/smile/mouth0346.jpg,1
0347,./tag_face/file0347.jpg,./mouths/smile/mouth0347.jpg,1
0349,./tag_face/file0349.jpg,./mouths/smile/mouth0349.jpg,1
0350,./tag_face/file0350.jpg,./mouths/smile/mouth0350.jpg,1
0351,./tag_face/file0351.jpg,./mouths/smile/mouth0351.jpg,1
0352,./tag_face/file0352.jpg,./mouths/smile/mouth0352.jpg,1
0356,./tag_face/file0356.jpg,./mouths/smile/mouth0356.jpg,1
0357,./tag_face/file0357.jpg,./mouths/smile/mouth0357.jpg,1
0359,./tag_face/file0359.jpg,./mouths/smile/mouth0359.jpg,1
0360,./tag_face/file0360.jpg,./mouths/smile/mouth0360.jpg,1
0361,./tag_face/file0361.jpg,./mouths/smile/mouth0361.jpg,1
0362,./tag_face/file0362.jpg,./mouths/smile/mouth0362.jpg,1
0363,./tag_face/file0363.jpg,./mouths/smile/mouth0363.jpg,1
0364,./tag_face/file0364.jpg,./mouths/smile/mouth0364.jpg,1
0365,./tag_face/file0365.jpg,./mouths/smile/mouth0365.jpg,1
0366,./tag_face/file0366.jpg,./mouths/smile/mouth0366.jpg,1
0367,./tag_face/file0367.jpg,./mouths/smile/mouth0367.jpg,1
0368,./tag_face/file0368.jpg,./mouths/smile/mouth0368.jpg,1
0369,./tag_face/file0369.jpg,./mouths/smile/mouth0369.jpg,1
0370,./tag_face/file0370.jpg,./mouths/smile/mouth0370.jpg,1
0371,./tag_face/file0371.jpg,./mouths/smile/mouth0371.jpg,1
0373,./tag_face/file0373.jpg,./mouths/smile/mouth0373.jpg,1
0374,./tag_face/file0374.jpg,./mouths/smile/mouth0374.jpg,1
0375,./tag_face/file0375.jpg,./mouths/smile/mouth0375.jpg,1
0376,./tag_face/file0376.jpg,./mouths/smile/mouth0376.jpg,1
0377,./tag_face/file0377.jpg,./mouths/smile/mouth0377.jpg,1
0378,./tag_face/file0378.jpg,./mouths/smile/mouth0378.jpg,1
0379,./tag_face/file0379.jpg,./mouths/smile/mouth0379.jpg,1
0381,./tag_face/file0381.jpg,./mouths/smile/mouth0381.jpg,1
0382,./tag_face/file0382.jpg,./mouths/smile/mouth0382.jpg,1
0383,./tag_face/file0383.jpg,./mouths/smile/mouth0383.jpg,1
0384,./tag_face/file0384.jpg,./mouths/smile/mouth0384.jpg,1
0385,./tag_face/file0385.jpg,./mouths/smile/mouth0385.jpg,1
0386,./tag_face/file0386.jpg,./mouths/smile/mouth0386.jpg,1
0387,./tag_face/file0387.jpg,./mouths/smile/mouth0387.jpg,1
0388,./tag_face/file0388.jpg,./mouths/smile/mouth0388.jpg,1
0389,./tag_face/file0389.jpg,./mouths/smile/mouth0389.jpg,1
0390,./tag_face/file0390.jpg,./mouths/smile/mouth0390.jpg,1
0391,./tag_face/file0391.jpg,./mouths/smile/mouth0391.jpg,1
0392,./tag_face/file0392.jpg,./mouths/smile/mouth0392.jpg,1
0393,./tag_face/file0393.jpg,./mouths/smile/mouth0393.jpg,1
0394,./tag_face/file0394.jpg,./mouths/smile/mouth0394.jpg,1
0396,./tag_face/file0396.jpg,./mouths/smile/mouth0396.jpg,1
0397,./tag_face/file0397.jpg,./mouths/smile/mouth0397.jpg,1
0398,./tag_face/file0398.jpg,./mouths/smile/mouth0398.jpg,1
0401,./tag_face/file0401.jpg,./mouths/smile/mouth0401.jpg,1
0402,./tag_face/file0402.jpg,./mouths/smile/mouth0402.jpg,1
0403,./tag_face/file0403.jpg,./mouths/smile/mouth0403.jpg,1
0404,./tag_face/file0404.jpg,./mouths/smile/mouth0404.jpg,1
0406,./tag_face/file0406.jpg,./mouths/smile/mouth0406.jpg,1
0407,./tag_face/file0407.jpg,./mouths/smile/mouth0407.jpg,1
0408,./tag_face/file0408.jpg,./mouths/smile/mouth0408.jpg,1
0409,./tag_face/file0409.jpg,./mouths/smile/mouth0409.jpg,1
0410,./tag_face/file0410.jpg,./mouths/smile/mouth0410.jpg,1
0412,./tag_face/file0412.jpg,./mouths/smile/mouth0412.jpg,1
0413,./tag_face/file0413.jpg,./mouths/smile/mouth0413.jpg,1
0414,./tag_face/file0414.jpg,./mouths/smile/mouth0414.jpg,1
0415,./tag_face/file0415.jpg,./mouths/smile/mouth0415.jpg,1
0416,./tag_face/file0416.jpg,./mouths/smile/mouth0416.jpg,1
0417,./tag_face/file0417.jpg,./mouths/smile/mouth0417.jpg,1
0418,./tag_face/file0418.jpg,./mouths/smile/mouth0418.jpg,1
0419,./tag_face/file0419.jpg,./mouths/smile/mouth0419.jpg,1
0420,./tag_face/file0420.jpg,./mouths/smile/mouth0420.jpg,1
0421,./tag_face/file0421.jpg,./mouths/smile/mouth0421.jpg,1
0422,./tag_face/file0422.jpg,./mouths/smile/mouth0422.jpg,1
0423,./tag_face/file0423.jpg,./mouths/smile/mouth0423.jpg,1
0424,./tag_face/file0424.jpg,./mouths/smile/mouth0424.jpg,1
0425,./tag_face/file0425.jpg,./mouths/smile/mouth0425.jpg,1
0426,./tag_face/file0426.jpg,./mouths/smile/mouth0426.jpg,1
0427,./tag_face/file0427.jpg,./mouths/smile/mouth0427.jpg,1
0429,./tag_face/file0429.jpg,./mouths/smile/mouth0429.jpg,1
0430,./tag_face/file0430.jpg,./mouths/smile/mouth0430.jpg,1
0431,./tag_face/file0431.jpg,./mouths/smile/mouth0431.jpg,1
0432,./tag_face/file0432.jpg,./mouths/smile/mouth0432.jpg,1
0433,./tag_face/file0433.jpg,./mouths/smile/mouth0433.jpg,1
0434,./tag_face/file0434.jpg,./mouths/smile/mouth0434.jpg,1
0436,./tag_face/file0436.jpg,./mouths/smile/mouth0436.jpg,1
0438,./tag_face/file0438.jpg,./mouths/smile/mouth0438.jpg,1
0440,./tag_face/file0440.jpg,./mouths/smile/mouth0440.jpg,1
0441,./tag_face/file0441.jpg,./mouths/smile/mouth0441.jpg,1
0442,./tag_face/file0442.jpg,./mouths/smile/mouth0442.jpg,1
0443,./tag_face/file0443.jpg,./mouths/smile/mouth0443.jpg,1
0444,./tag_face/file0444.jpg,./mouths/smile/mouth0444.jpg,1
0446,./tag_face/file0446.jpg,./mouths/smile/mouth0446.jpg,1
0449,./tag_face/file0449.jpg,./mouths/smile/mouth0449.jpg,1
0450,./tag_face/file0450.jpg,./mouths/smile/mouth0450.jpg,1
0451,./tag_face/file0451.jpg,./mouths/smile/mouth0451.jpg,1
0452,./tag_face/file0452.jpg,./mouths/smile/mouth0452.jpg,1
0456,./tag_face/file0456.jpg,./mouths/smile/mouth0456.jpg,1
